,user_id,join_date,last_payment_date,country,age,gender,device,subscription_type,subscription_price,PPP,relative_PPP_price,population
1322,1323,2022-09-28,2023-02-07,Mexico,29,Male,Smartphone,Standard,"10,86","10,04","109,03",128455567
1323,1324,2022-02-10,2023-04-07,Spain,48,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
1324,1325,2022-03-10,2023-04-07,Italy,34,Male,Smartphone,Basic,"8,78","0,65","5,71",58870762
1325,1326,2022-05-10,2023-05-07,Spain,48,Male,Smartphone,Premium,"19,77","0,62","12,26",47519628
1326,1327,2022-07-10,2023-02-07,Spain,48,Male,Laptop,Basic,"8,78","0,62","5,44",47519628
1327,1328,2022-09-10,2023-04-07,United States,35,Female,Tablet,Standard,"15,49","1,0","15,49",339996563
1328,1329,2022-11-10,2023-04-07,Canada,29,Male,Laptop,Standard,"12,96","1,25","16,2",38781291
1329,1330,2022-10-13,2023-05-07,United States,47,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
1330,1331,2022-10-15,2023-02-07,United States,36,Male,Smartphone,Premium,"19,99","1,0","19,99",339996563
1331,1332,2022-10-17,2023-04-07,Canada,40,Female,Smartphone,Basic,"7,85","1,25","9,81",38781291
1332,1333,2022-10-21,2023-04-07,United Kingdom,51,Male,Tablet,Standard,"15,08","0,69","10,41",67736802
1333,1334,2022-10-23,2023-05-07,Australia,37,Male,Smart TV,Premium,"16,81","1,44","24,21",26439111
1334,1335,2022-10-24,2023-06-07,Germany,36,Male,Tablet,Basic,"8,78","0,74","6,5",83294633
1335,1336,2022-10-28,2023-04-07,France,45,Male,Tablet,Premium,"19,77","0,73","14,43",64756584
1336,1337,2022-10-31,2023-04-07,Brazil,31,Female,Tablet,Basic,"4,9","2,53","12,4",216422446
1337,1338,2022-03-11,2023-04-07,Mexico,45,Female,Laptop,Standard,"10,86","10,04","109,03",128455567
1338,1339,2022-04-11,2023-05-07,Spain,30,Male,Laptop,Standard,"14,28","0,62","8,85",47519628
1339,1340,2022-05-11,2023-06-07,Italy,40,Female,Smartphone,Basic,"8,78","0,65","5,71",58870762
1340,1341,2022-06-11,2023-04-07,Spain,44,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
1341,1342,2022-01-11,2023-05-07,Spain,36,Female,Laptop,Basic,"8,78","0,62","5,44",47519628
1342,1343,2022-01-11,2023-05-07,United States,36,Male,Tablet,Standard,"15,49","1,0","15,49",339996563
1343,1344,2022-10-29,2023-05-07,Canada,32,Female,Smartphone,Premium,"16,5","1,25","20,62",38781291
1344,1345,2022-10-27,2023-03-07,United States,46,Male,Smart TV,Basic,"9,99","1,0","9,99",339996563
1345,1346,2022-10-16,2023-04-07,United States,39,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
1346,1347,2022-10-14,2023-04-07,Canada,30,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
1347,1348,2022-09-14,2023-05-07,United Kingdom,34,Male,Laptop,Standard,"15,08","0,69","10,41",67736802
1348,1349,2022-03-09,2023-03-07,Australia,28,Male,Laptop,Premium,"16,81","1,44","24,21",26439111
1349,1350,2022-08-27,2023-04-07,Germany,39,Female,Smartphone,Basic,"8,78","0,74","6,5",83294633
1350,1351,2022-08-27,2023-05-07,France,34,Female,Laptop,Basic,"9,88","0,73","7,21",64756584
1351,1352,2022-08-21,2023-05-07,Brazil,42,Male,Laptop,Premium,"10,57","2,53","26,74",216422446
1352,1353,2022-08-13,2023-02-07,Mexico,29,Female,Tablet,Standard,"10,86","10,04","109,03",128455567
1353,1354,2022-12-08,2023-04-07,Spain,29,Male,Tablet,Standard,"14,28","0,62","8,85",47519628
1354,1355,2022-07-24,2023-04-07,Italy,30,Male,Tablet,Basic,"8,78","0,65","5,71",58870762
1355,1356,2022-07-24,2023-04-07,Spain,51,Male,Smartphone,Premium,"19,77","0,62","12,26",47519628
1356,1357,2022-12-07,2023-02-07,Spain,51,Male,Smart TV,Standard,"14,28","0,62","8,85",47519628
1357,1358,2022-09-07,2023-04-07,United States,44,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
1358,1359,2022-09-07,2023-05-07,Canada,35,Male,Laptop,Standard,"12,96","1,25","16,2",38781291
1359,1360,2022-10-07,2023-04-07,United States,39,Male,Smart TV,Premium,"19,99","1,0","19,99",339996563
1360,1361,2022-02-07,2023-02-07,United States,41,Female,Laptop,Basic,"9,99","1,0","9,99",339996563
1361,1362,2022-02-07,2023-04-07,Canada,44,Female,Laptop,Premium,"16,5","1,25","20,62",38781291
1362,1363,2022-01-07,2023-05-07,United Kingdom,29,Male,Laptop,Standard,"15,08","0,69","10,41",67736802
1363,1364,2022-01-07,2023-04-07,Australia,47,Male,Tablet,Basic,"8,03","1,44","11,56",26439111
1364,1365,2022-06-30,2023-02-07,Germany,28,Female,Smartphone,Standard,"14,28","0,74","10,57",83294633
1365,1366,2022-06-29,2023-04-07,France,45,Male,Laptop,Premium,"19,77","0,73","14,43",64756584
1366,1367,2022-06-26,2023-04-07,Brazil,28,Female,Smartphone,Basic,"4,9","2,53","12,4",216422446
1367,1368,2022-06-27,2023-03-07,Mexico,31,Female,Laptop,Standard,"10,86","10,04","109,03",128455567
1368,1369,2022-06-25,2023-03-07,Spain,47,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
1369,1370,2022-06-23,2023-04-07,Italy,42,Female,Tablet,Basic,"8,78","0,65","5,71",58870762
1370,1371,2022-06-24,2023-04-07,Spain,34,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
1371,1372,2022-06-25,2023-05-07,Spain,40,Female,Laptop,Basic,"8,78","0,62","5,44",47519628
1372,1373,2022-06-26,2023-04-07,United States,42,Female,Laptop,Standard,"15,49","1,0","15,49",339996563
1373,1374,2022-06-27,2023-07-07,Canada,33,Male,Smart TV,Standard,"12,96","1,25","16,2",38781291
1374,1375,2022-06-30,2023-03-07,United States,30,Male,Laptop,Basic,"9,99","1,0","9,99",339996563
1375,1376,2022-03-07,2023-05-07,United States,29,Male,Tablet,Premium,"19,99","1,0","19,99",339996563
1376,1377,2022-09-07,2023-04-07,Canada,31,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
1377,1378,2022-07-17,2023-06-07,United Kingdom,46,Female,Smart TV,Standard,"15,08","0,69","10,41",67736802
1378,1379,2022-07-22,2023-03-07,Australia,46,Female,Smartphone,Premium,"16,81","1,44","24,21",26439111
1379,1380,2022-07-28,2023-05-07,Germany,47,Male,Laptop,Basic,"8,78","0,74","6,5",83294633
1380,1381,2022-04-08,2023-04-07,France,48,Female,Smart TV,Premium,"19,77","0,73","14,43",64756584
1381,1382,2022-08-08,2023-06-07,Brazil,32,Female,Smart TV,Basic,"4,9","2,53","12,4",216422446
1382,1383,2022-08-13,2023-04-07,Mexico,51,Female,Tablet,Standard,"10,86","10,04","109,03",128455567
1383,1384,2022-08-17,2023-05-07,Spain,33,Male,Smart TV,Standard,"14,28","0,62","8,85",47519628
1384,1385,2022-08-20,2023-04-07,Italy,43,Male,Smartphone,Basic,"8,78","0,65","5,71",58870762
1385,1386,2022-08-28,2023-06-07,Spain,43,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
1386,1387,2022-08-29,2023-04-07,Spain,42,Male,Smart TV,Basic,"8,78","0,62","5,44",47519628
1387,1388,2022-03-09,2023-05-07,United States,30,Male,Smartphone,Standard,"15,49","1,0","15,49",339996563
1388,1389,2022-10-09,2023-03-07,Canada,50,Male,Smartphone,Premium,"16,5","1,25","20,62",38781291
1389,1390,2022-09-13,2023-05-07,United States,51,Female,Laptop,Basic,"9,99","1,0","9,99",339996563
1390,1391,2022-09-15,2023-04-07,United States,36,Female,Tablet,Premium,"19,99","1,0","19,99",339996563
1391,1392,2022-09-25,2023-06-07,Canada,41,Female,Tablet,Basic,"7,85","1,25","9,81",38781291
1392,1393,2022-01-10,2023-03-07,United Kingdom,37,Male,Smart TV,Standard,"15,08","0,69","10,41",67736802
1393,1394,2022-02-10,2023-04-07,Australia,30,Female,Tablet,Standard,"12,42","1,44","17,88",26439111
1394,1395,2022-05-10,2023-04-07,Germany,50,Female,Tablet,Basic,"8,78","0,74","6,5",83294633
1395,1396,2022-06-10,2023-05-07,France,41,Female,Smart TV,Premium,"19,77","0,73","14,43",64756584
1396,1397,2022-07-10,2023-03-07,Brazil,29,Female,Laptop,Basic,"4,9","2,53","12,4",216422446
1397,1398,2022-10-10,2023-04-07,Mexico,43,Male,Smart TV,Standard,"10,86","10,04","109,03",128455567
1398,1399,2022-12-10,2023-04-07,Spain,31,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
1399,1400,2022-10-15,2023-06-07,Italy,40,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
1400,1401,2022-10-17,2023-05-07,Spain,35,Female,Smart TV,Premium,"19,77","0,62","12,26",47519628
1401,1402,2022-10-21,2023-04-07,Spain,39,Female,Laptop,Basic,"8,78","0,62","5,44",47519628
1402,1403,2022-10-23,2023-05-07,United States,48,Male,Laptop,Standard,"15,49","1,0","15,49",339996563
1403,1404,2022-10-24,2023-05-07,Canada,42,Female,Tablet,Standard,"12,96","1,25","16,2",38781291
1404,1405,2022-10-27,2023-06-07,United States,48,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
1405,1406,2022-10-30,2023-07-07,United States,33,Female,Smart TV,Premium,"19,99","1,0","19,99",339996563
1406,1407,2022-10-31,2023-04-07,Canada,45,Female,Smart TV,Basic,"7,85","1,25","9,81",38781291
1407,1408,2022-03-11,2023-04-07,United Kingdom,40,Female,Smart TV,Standard,"15,08","0,69","10,41",67736802
1408,1409,2022-05-11,2023-06-07,Australia,38,Male,Tablet,Premium,"16,81","1,44","24,21",26439111
1409,1410,2022-06-11,2023-06-07,Germany,31,Female,Tablet,Basic,"8,78","0,74","6,5",83294633
1410,1411,2022-01-11,2023-04-07,France,33,Female,Smart TV,Premium,"19,77","0,73","14,43",64756584
1411,1412,2022-02-11,2023-05-07,Brazil,27,Male,Laptop,Basic,"4,9","2,53","12,4",216422446
1412,1413,2022-02-11,2023-05-07,Mexico,47,Male,Smartphone,Standard,"10,86","10,04","109,03",128455567
1413,1414,2022-01-11,2023-06-07,Spain,41,Male,Tablet,Standard,"14,28","0,62","8,85",47519628
1414,1415,2022-10-17,2023-03-07,Italy,32,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
1415,1416,2022-10-18,2023-05-07,Spain,31,Male,Smart TV,Premium,"19,77","0,62","12,26",47519628
1416,1417,2022-09-28,2023-05-07,Spain,43,Female,Tablet,Basic,"8,78","0,62","5,44",47519628
1417,1418,2022-09-23,2023-05-07,United States,42,Female,Smart TV,Standard,"15,49","1,0","15,49",339996563
1418,1419,2022-09-22,2023-03-07,Canada,46,Male,Smartphone,Premium,"16,5","1,25","20,62",38781291
1419,1420,2022-08-31,2023-04-07,United States,27,Female,Smartphone,Basic,"9,99","1,0","9,99",339996563
1420,1421,2022-08-28,2023-05-07,United States,48,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
1421,1422,2022-08-27,2023-05-07,Canada,49,Male,Laptop,Basic,"7,85","1,25","9,81",38781291
1422,1423,2022-08-17,2023-03-07,United Kingdom,43,Male,Smart TV,Standard,"15,08","0,69","10,41",67736802
1423,1424,2022-09-08,2023-04-07,Australia,38,Male,Laptop,Premium,"16,81","1,44","24,21",26439111
1424,1425,2022-07-24,2023-05-07,Germany,37,Male,Smartphone,Basic,"8,78","0,74","6,5",83294633
1425,1426,2022-07-16,2023-04-07,France,39,Female,Smart TV,Basic,"9,88","0,73","7,21",64756584
1426,1427,2022-07-15,2023-03-07,Brazil,40,Male,Tablet,Premium,"10,57","2,53","26,74",216422446
1427,1428,2022-12-07,2023-05-07,Mexico,40,Male,Smart TV,Standard,"10,86","10,04","109,03",128455567
1428,1429,2022-12-07,2023-06-07,Spain,48,Male,Laptop,Standard,"14,28","0,62","8,85",47519628
1429,1430,2022-09-07,2023-05-07,Italy,43,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
1430,1431,2022-05-07,2023-02-07,Spain,46,Male,Laptop,Premium,"19,77","0,62","12,26",47519628
1431,1432,2022-05-07,2023-05-07,Spain,43,Male,Smartphone,Standard,"14,28","0,62","8,85",47519628
1432,1433,2022-03-07,2023-05-07,United States,30,Female,Tablet,Basic,"9,99","1,0","9,99",339996563
1433,1434,2022-01-07,2023-04-07,Canada,51,Female,Laptop,Standard,"12,96","1,25","16,2",38781291
1434,1435,2022-06-30,2023-03-07,United States,30,Male,Smartphone,Premium,"19,99","1,0","19,99",339996563
1435,1436,2022-06-27,2023-04-07,United States,47,Female,Smart TV,Basic,"9,99","1,0","9,99",339996563
1436,1437,2022-06-28,2023-04-07,Canada,41,Male,Laptop,Premium,"16,5","1,25","20,62",38781291
1437,1438,2022-06-28,2023-05-07,United Kingdom,45,Female,Smartphone,Standard,"15,08","0,69","10,41",67736802
1438,1439,2022-06-24,2023-04-07,Australia,47,Female,Laptop,Basic,"8,03","1,44","11,56",26439111
1439,1440,2022-06-24,2023-05-07,Germany,48,Female,Smart TV,Standard,"14,28","0,74","10,57",83294633
1440,1441,2022-06-25,2023-04-07,France,51,Female,Tablet,Premium,"19,77","0,73","14,43",64756584
1441,1442,2022-06-26,2023-06-07,Brazil,29,Male,Smart TV,Basic,"4,9","2,53","12,4",216422446
1442,1443,2022-06-27,2023-05-07,Mexico,43,Female,Laptop,Standard,"10,86","10,04","109,03",128455567
1443,1444,2022-06-29,2023-07-07,Spain,49,Female,Tablet,Premium,"19,77","0,62","12,26",47519628
1444,1445,2022-02-07,2023-03-07,Italy,37,Male,Smartphone,Basic,"8,78","0,65","5,71",58870762
1445,1446,2022-07-07,2023-05-07,Spain,48,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
1446,1447,2022-07-13,2023-05-07,Spain,36,Female,Tablet,Basic,"8,78","0,62","5,44",47519628
1447,1448,2022-07-18,2023-07-07,United States,33,Female,Laptop,Standard,"15,49","1,0","15,49",339996563
1448,1449,2022-07-24,2023-04-07,Canada,38,Female,Laptop,Standard,"12,96","1,25","16,2",38781291
1449,1450,2022-07-31,2023-06-07,United States,42,Female,Smartphone,Basic,"9,99","1,0","9,99",339996563
1450,1451,2022-01-08,2023-05-07,United States,30,Female,Tablet,Premium,"19,99","1,0","19,99",339996563
1451,1452,2022-08-08,2023-06-07,Canada,39,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
1452,1453,2022-08-13,2023-04-07,United Kingdom,36,Male,Smartphone,Standard,"15,08","0,69","10,41",67736802
1453,1454,2022-08-14,2023-06-07,Australia,27,Female,Smartphone,Premium,"16,81","1,44","24,21",26439111
1454,1455,2022-08-23,2023-04-07,Germany,49,Male,Smart TV,Basic,"8,78","0,74","6,5",83294633
1455,1456,2022-08-27,2023-06-07,France,31,Male,Laptop,Premium,"19,77","0,73","14,43",64756584
1456,1457,2022-08-31,2023-05-07,Brazil,36,Male,Laptop,Basic,"4,9","2,53","12,4",216422446
1457,1458,2022-09-09,2023-06-07,Mexico,41,Female,Tablet,Standard,"10,86","10,04","109,03",128455567
1458,1459,2022-10-09,2023-04-07,Spain,45,Female,Laptop,Standard,"14,28","0,62","8,85",47519628
1459,1460,2022-12-09,2023-05-07,Italy,45,Male,Smart TV,Basic,"8,78","0,65","5,71",58870762
1460,1461,2022-09-17,2023-05-07,Spain,32,Male,Smart TV,Premium,"19,77","0,62","12,26",47519628
1461,1462,2022-09-21,2023-06-07,Spain,41,Female,Smartphone,Basic,"8,78","0,62","5,44",47519628
1462,1463,2022-02-10,2023-03-07,United States,37,Male,Smart TV,Standard,"15,49","1,0","15,49",339996563
1463,1464,2022-04-10,2023-05-07,Canada,27,Male,Laptop,Premium,"16,5","1,25","20,62",38781291
1464,1465,2022-06-10,2023-04-07,United States,41,Male,Laptop,Basic,"9,99","1,0","9,99",339996563
1465,1466,2022-07-10,2023-06-07,United States,30,Female,Smart TV,Premium,"19,99","1,0","19,99",339996563
1466,1467,2022-08-10,2023-04-07,Canada,43,Male,Smartphone,Basic,"7,85","1,25","9,81",38781291
1467,1468,2022-11-10,2023-05-07,United Kingdom,51,Male,Laptop,Standard,"15,08","0,69","10,41",67736802
1468,1469,2022-10-13,2023-04-07,Australia,46,Female,Smart TV,Standard,"12,42","1,44","17,88",26439111
1469,1470,2022-10-15,2023-06-07,Germany,27,Female,Tablet,Basic,"8,78","0,74","6,5",83294633
1470,1471,2022-10-19,2023-06-07,France,51,Female,Smartphone,Premium,"19,77","0,73","14,43",64756584
1471,1472,2022-10-21,2023-06-07,Brazil,28,Female,Laptop,Basic,"4,9","2,53","12,4",216422446
1472,1473,2022-10-23,2023-05-07,Mexico,33,Male,Smartphone,Standard,"10,86","10,04","109,03",128455567
1473,1474,2022-10-26,2023-05-07,Spain,31,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
1474,1475,2022-10-27,2023-06-07,Italy,47,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
1475,1476,2022-10-31,2023-07-07,Spain,45,Female,Tablet,Premium,"19,77","0,62","12,26",47519628
1476,1477,2022-03-11,2023-05-07,Spain,42,Male,Smart TV,Basic,"8,78","0,62","5,44",47519628
1477,1478,2022-05-11,2023-06-07,United States,47,Female,Smart TV,Standard,"15,49","1,0","15,49",339996563
1478,1479,2022-06-11,2023-06-07,Canada,29,Female,Smart TV,Standard,"12,96","1,25","16,2",38781291
1479,1480,2022-03-11,2023-07-07,United States,49,Female,Laptop,Basic,"9,99","1,0","9,99",339996563
1480,1481,2022-03-11,2023-04-07,United States,41,Female,Laptop,Premium,"19,99","1,0","19,99",339996563
1481,1482,2022-04-11,2023-05-07,Canada,45,Male,Smartphone,Basic,"7,85","1,25","9,81",38781291
1482,1483,2022-02-11,2023-06-07,United Kingdom,49,Male,Smart TV,Standard,"15,08","0,69","10,41",67736802
1483,1484,2022-10-27,2023-06-07,Australia,41,Male,Smart TV,Premium,"16,81","1,44","24,21",26439111
1484,1485,2022-10-27,2023-04-07,Germany,37,Male,Laptop,Basic,"8,78","0,74","6,5",83294633
1485,1486,2022-10-15,2023-05-07,France,31,Male,Smartphone,Premium,"19,77","0,73","14,43",64756584
1486,1487,2022-03-10,2023-05-07,Brazil,29,Male,Smartphone,Basic,"4,9","2,53","12,4",216422446
1487,1488,2022-09-25,2023-05-07,Mexico,51,Female,Smart TV,Standard,"10,86","10,04","109,03",128455567
1488,1489,2022-09-16,2023-03-07,Spain,33,Male,Smart TV,Standard,"14,28","0,62","8,85",47519628
1489,1490,2022-09-14,2023-04-07,Italy,31,Male,Smartphone,Basic,"8,78","0,65","5,71",58870762
1490,1491,2022-11-09,2023-05-07,Spain,42,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
1491,1492,2022-09-09,2023-05-07,Spain,48,Female,Laptop,Basic,"8,78","0,62","5,44",47519628
1492,1493,2022-12-08,2023-03-07,United States,37,Female,Laptop,Standard,"15,49","1,0","15,49",339996563
1493,1494,2022-04-08,2023-06-07,Canada,51,Female,Smartphone,Premium,"16,5","1,25","20,62",38781291
1494,1495,2022-04-08,2023-06-07,United States,29,Female,Tablet,Basic,"9,99","1,0","9,99",339996563
1495,1496,2022-07-31,2023-05-07,United States,46,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
1496,1497,2022-07-29,2023-03-07,Canada,35,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
1497,1498,2022-07-14,2023-05-07,United Kingdom,44,Female,Smartphone,Standard,"15,08","0,69","10,41",67736802
1498,1499,2022-07-13,2023-06-07,Australia,36,Male,Smart TV,Premium,"16,81","1,44","24,21",26439111
1499,1500,2022-11-07,2023-05-07,Germany,38,Female,Tablet,Basic,"8,78","0,74","6,5",83294633
1500,1501,2022-12-07,2023-03-07,France,36,Male,Smart TV,Basic,"9,88","0,73","7,21",64756584
1501,1502,2022-11-07,2023-05-07,Brazil,40,Female,Laptop,Premium,"10,57","2,53","26,74",216422446
1502,1503,2022-02-07,2023-05-07,Mexico,29,Male,Laptop,Standard,"10,86","10,04","109,03",128455567
1503,1504,2022-06-30,2023-06-07,Spain,32,Male,Smart TV,Standard,"14,28","0,62","8,85",47519628
1504,1505,2022-06-30,2023-05-07,Italy,30,Male,Laptop,Basic,"8,78","0,65","5,71",58870762
1505,1506,2022-06-29,2023-05-07,Spain,47,Male,Smartphone,Premium,"19,77","0,62","12,26",47519628
1506,1507,2022-06-30,2023-04-07,Spain,28,Female,Tablet,Standard,"14,28","0,62","8,85",47519628
1507,1508,2022-06-24,2023-05-07,United States,49,Male,Laptop,Basic,"9,99","1,0","9,99",339996563
1508,1509,2022-06-25,2023-04-07,Canada,50,Male,Smartphone,Standard,"12,96","1,25","16,2",38781291
1509,1510,2022-06-25,2023-07-07,United States,33,Male,Smart TV,Premium,"19,99","1,0","19,99",339996563
1510,1511,2022-06-26,2023-04-07,United States,50,Male,Smart TV,Basic,"9,99","1,0","9,99",339996563
1511,1512,2022-06-27,2023-06-07,Canada,28,Female,Smart TV,Premium,"16,5","1,25","20,62",38781291
1512,1513,2022-06-29,2023-06-07,United Kingdom,41,Male,Smartphone,Standard,"15,08","0,69","10,41",67736802
1513,1514,2022-01-07,2023-07-07,Australia,30,Female,Smartphone,Basic,"8,03","1,44","11,56",26439111
1514,1515,2022-03-07,2023-04-07,Germany,32,Male,Smart TV,Standard,"14,28","0,74","10,57",83294633
1515,1516,2022-12-07,2023-07-07,France,50,Male,Laptop,Premium,"19,77","0,73","14,43",64756584
1516,1517,2022-07-15,2023-05-07,Brazil,28,Female,Smart TV,Basic,"4,9","2,53","12,4",216422446
1517,1518,2022-07-19,2023-07-07,Mexico,45,Male,Smart TV,Standard,"10,86","10,04","109,03",128455567
1518,1519,2022-07-27,2023-05-07,Spain,31,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
1519,1520,2022-07-29,2023-06-07,Italy,27,Female,Smartphone,Basic,"8,78","0,65","5,71",58870762
1520,1521,2022-06-08,2023-05-07,Spain,49,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
1521,1522,2022-08-13,2023-06-07,Spain,32,Female,Laptop,Basic,"8,78","0,62","5,44",47519628
1522,1523,2022-08-14,2023-05-07,United States,38,Male,Smart TV,Standard,"15,49","1,0","15,49",339996563
1523,1524,2022-08-20,2023-07-07,Canada,39,Male,Smartphone,Standard,"12,96","1,25","16,2",38781291
1524,1525,2022-08-24,2023-04-07,United States,50,Female,Tablet,Basic,"9,99","1,0","9,99",339996563
1525,1526,2022-08-28,2023-06-07,United States,51,Male,Tablet,Premium,"19,99","1,0","19,99",339996563
1526,1527,2022-05-09,2023-05-07,Canada,32,Female,Smart TV,Basic,"7,85","1,25","9,81",38781291
1527,1528,2022-10-09,2023-07-07,United Kingdom,45,Female,Smart TV,Standard,"15,08","0,69","10,41",67736802
1528,1529,2022-11-09,2023-04-07,Australia,31,Female,Laptop,Premium,"16,81","1,44","24,21",26439111
1529,1530,2022-09-14,2023-06-07,Germany,44,Male,Smartphone,Basic,"8,78","0,74","6,5",83294633
1530,1531,2022-09-21,2023-05-07,France,30,Female,Tablet,Premium,"19,77","0,73","14,43",64756584
1531,1532,2022-09-26,2023-07-07,Brazil,44,Female,Tablet,Basic,"4,9","2,53","12,4",216422446
1532,1533,2022-09-30,2023-03-07,Mexico,37,Male,Tablet,Standard,"10,86","10,04","109,03",128455567
1533,1534,2022-02-10,2023-06-07,Spain,30,Female,Tablet,Standard,"14,28","0,62","8,85",47519628
1534,1535,2022-06-10,2023-05-07,Italy,31,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
1535,1536,2022-07-10,2023-06-07,Spain,31,Female,Laptop,Premium,"19,77","0,62","12,26",47519628
1536,1537,2022-09-10,2023-06-07,Spain,44,Male,Tablet,Basic,"8,78","0,62","5,44",47519628
1537,1538,2022-11-10,2023-05-07,United States,44,Female,Smart TV,Standard,"15,49","1,0","15,49",339996563
1538,1539,2022-12-10,2023-05-07,Canada,34,Male,Laptop,Premium,"16,5","1,25","20,62",38781291
1539,1540,2022-10-16,2023-06-07,United States,42,Male,Laptop,Basic,"9,99","1,0","9,99",339996563
1540,1541,2022-10-17,2023-07-07,United States,33,Male,Smartphone,Premium,"19,99","1,0","19,99",339996563
1541,1542,2022-10-21,2023-07-07,Canada,35,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
1542,1543,2022-10-23,2023-06-07,United Kingdom,34,Female,Laptop,Standard,"15,08","0,69","10,41",67736802
1543,1544,2022-10-25,2023-05-07,Australia,47,Male,Tablet,Standard,"12,42","1,44","17,88",26439111
1544,1545,2022-10-27,2023-06-07,Germany,43,Female,Laptop,Basic,"8,78","0,74","6,5",83294633
1545,1546,2022-10-29,2023-08-07,France,43,Male,Smart TV,Premium,"19,77","0,73","14,43",64756584
1546,1547,2022-01-11,2023-05-07,Brazil,35,Female,Smartphone,Basic,"4,9","2,53","12,4",216422446
1547,1548,2022-04-11,2023-06-07,Mexico,39,Male,Tablet,Standard,"10,86","10,04","109,03",128455567
1548,1549,2022-04-11,2023-06-07,Spain,39,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
1549,1550,2022-04-11,2023-07-07,Italy,49,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
1550,1551,2022-05-11,2023-04-07,Spain,30,Male,Tablet,Premium,"19,77","0,62","12,26",47519628
1551,1552,2022-02-11,2023-05-07,Spain,31,Female,Tablet,Basic,"8,78","0,62","5,44",47519628
1552,1553,2022-03-11,2023-06-07,United States,39,Male,Tablet,Standard,"15,49","1,0","15,49",339996563
1553,1554,2022-10-30,2023-06-07,Canada,30,Female,Laptop,Standard,"12,96","1,25","16,2",38781291
1554,1555,2022-10-31,2023-04-07,United States,43,Female,Smartphone,Basic,"9,99","1,0","9,99",339996563
1555,1556,2022-10-14,2023-05-07,United States,29,Female,Smartphone,Premium,"19,99","1,0","19,99",339996563
1556,1557,2022-09-26,2023-05-07,Canada,46,Male,Smart TV,Basic,"7,85","1,25","9,81",38781291
1557,1558,2022-09-17,2023-06-07,United Kingdom,35,Male,Smartphone,Standard,"15,08","0,69","10,41",67736802
1558,1559,2022-09-16,2023-03-07,Australia,30,Male,Tablet,Premium,"16,81","1,44","24,21",26439111
1559,1560,2022-12-09,2023-07-07,Germany,39,Female,Smart TV,Basic,"8,78","0,74","6,5",83294633
1560,1561,2022-12-09,2023-06-07,France,41,Male,Laptop,Premium,"19,77","0,73","14,43",64756584
1561,1562,2022-08-29,2023-05-07,Brazil,27,Male,Smartphone,Basic,"4,9","2,53","12,4",216422446
1562,1563,2022-08-25,2023-03-07,Mexico,42,Male,Laptop,Standard,"10,86","10,04","109,03",128455567
1563,1564,2022-08-15,2023-06-07,Spain,45,Female,Tablet,Standard,"14,28","0,62","8,85",47519628
1564,1565,2022-11-08,2023-07-07,Italy,36,Female,Smart TV,Basic,"8,78","0,65","5,71",58870762
1565,1566,2022-10-08,2023-06-07,Spain,35,Male,Laptop,Premium,"19,77","0,62","12,26",47519628
1566,1567,2022-07-26,2023-04-07,Spain,38,Male,Smartphone,Basic,"8,78","0,62","5,44",47519628
1567,1568,2022-07-19,2023-06-07,United States,41,Female,Smart TV,Standard,"15,49","1,0","15,49",339996563
1568,1569,2022-07-17,2023-06-07,Canada,43,Male,Tablet,Premium,"16,5","1,25","20,62",38781291
1569,1570,2022-07-17,2023-06-07,United States,44,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
1570,1571,2022-07-17,2023-04-07,United States,35,Male,Tablet,Basic,"9,99","1,0","9,99",339996563
1571,1572,2022-11-07,2023-06-07,Canada,39,Male,Laptop,Basic,"7,85","1,25","9,81",38781291
1572,1573,2022-07-07,2023-05-07,United Kingdom,43,Male,Smart TV,Standard,"15,08","0,69","10,41",67736802
